id,latitude,longitude,land_cover,climate,soil,dist_sea,city
218356053092172,33.161543396359,-7.5704849263203,2,8,3,0.2422883109976639,Barrechid
850705322459644,33.535590823165,-7.5982621627046,1,8,11,0.0467659569165833,Casablanca
203471818101608,31.652773603413,-8.0065777209812,1,6,9,0.6786654543499071,Marrakech
752635035411369,30.439060233125,-9.577676081326,1,6,9,0.0336917310241416,Agadir
749611499055467,34.676842890504,-1.8935259392937,1,7,9,0.2298303165838878,Oujda-Angad
376619243664160,33.004738042171,-7.6210034001435,1,8,3,0.3129412430396612,Settat
183704750276154,35.574306816111,-5.3853298155177,1,8,9,0.0638744141665774,Tétouan
555325538814801,35.589227868732,-5.3446883293017,1,8,9,0.0436400378230782,Tétouan
315343130162076,34.243280022635,-6.5726895219983,1,8,3,0.0468826070229199,Kenitra
338880064247230,35.114410546928,-3.6437226509868,2,7,9,0.0673228733521321,Imzouren
475637807004182,33.82838260233,-6.0719640523966,1,8,9,0.3590438263553645,Al Khmissat
247880650469148,34.724633795964,-1.8855335679744,1,7,9,0.2039968608003343,Oujda-Angad
821043002127284,35.149555520181,-3.8450154308599,3,6,9,0.0523128171933109,Imzouren
3131155447112098,33.878039216831,-5.539250887761,1,8,3,0.5646334862480773,Meknès
928094717764826,33.468127025269,-7.5961933615315,2,8,11,0.081484374757793,Bouskoura
1027254541139961,30.414570028764,-9.5937167019524,1,6,9,0.022773497547726,Agadir
1148407132345572,34.258000662829,-6.553917246922,1,8,3,0.0508061103909335,Kenitra
540179957365242,34.020805204556,-6.7348069580901,2,8,11,0.0447724420911269,Sale
517655052700431,31.565678048706,-7.980441542079,2,6,9,0.7087472362974345,Marrakech
826736404622444,30.397607645023,-9.5814994340675,1,6,9,0.026032849283909,Agadir
3028536734061031,33.590148638325,-7.6170838319202,1,8,11,0.0155760207342963,Casablanca
309206284071153,33.007100472425,-7.625649400698,1,8,3,0.310888460149933,Settat
264080658843204,31.378459882449,-8.7660422589172,9,6,9,0.4559456808969868,Chichaoua
135921358562455,31.567613687041,-7.9810642444343,2,6,9,0.7080361293065351,Marrakech
563091474678145,35.740508598884,-5.8271621391818,2,8,9,0.0333958836252456,Tangier
190195502944886,35.466785299366,-6.0360708328809,11,0,3,0.0067792739551401,Larache
465652347860460,31.58307416373733,-8.029682461753017,8,6,9,0.6834770619778029,Marrakech
465210137872138,33.611786752925,-7.5083784905616,1,8,11,0.0258277278567818,Aïn Harrouda
295133005488046,33.5345853063,-7.6336065658717,1,8,11,0.0408501192314939,Casablanca
512670526535893,32.251695855756,-8.9743920140167,2,6,9,0.1451942699947951,Safi
150800933682543,33.549198289905,-7.5488183052934,1,8,11,0.0488228373586254,Casablanca
959209444909745,33.988408484431,-6.8873642340339,1,8,11,0.0013108035956916,Rabat
471677210581070,34.939036629991,-2.3302362586094,9,6,9,0.0962010521556264,Berkane
824688601738340,35.684894209016,-5.3269261233924,2,8,9,0.0114764629735039,M’diq
137298711751640,34.667413473752,-1.8683315922296,1,7,9,0.2362136211061182,Oujda-Angad
131641952338166,33.417094318246,-7.6267393208707,1,8,3,0.1019042792905739,Bouskoura
778290219498106,31.583970999972003,-8.037562400000002,1,6,9,0.6798663062930486,Marrakech
1358331851214543,34.680513227053,-1.9075657735772,1,7,9,0.2271414227839736,Oujda-Angad
537402634067248,34.011726051194,-6.8316150471214,1,8,11,0.0117556918172626,Rabat
477840449938732,34.665615712666,-1.887057762671,1,7,9,0.23630068587204,Oujda-Angad
207788747623729,35.767910347107,-5.7545572840898,2,8,9,0.0252939694238473,Tangier
198485695458732,35.77501451568,-5.762108327232,1,8,9,0.0207727776790548,Tangier
172108788158396,30.343649863005,-9.5079286456742,1,6,9,0.0558770665404265,Ait Melloul
2977157519233084,31.669108718642,-7.9905149821161,1,6,9,0.6826147228074385,Marrakech
1398659110495913,32.990173085147,-7.6444917201026,2,8,3,0.316065654720719,Settat
1588637904665378,31.679117718521,-8.0008208071802,1,6,9,0.6761268881528781,Marrakech
253438246574834,33.002530552564,-7.6220794093711,1,8,3,0.313869073316119,Settat
807941563445281,34.01142015856,-5.0361017981377,1,8,3,0.6855442246751084,Fès
999473240586746,34.692219608955,-1.941330244424,1,5,9,0.2190924917781397,Oujda-Angad
1051333978726543,34.696899755368,-1.8751100157746,1,7,9,0.2197116258076099,Oujda-Angad
847505149181073,33.556436932645,-7.5313828892361,1,8,11,0.0483032472211803,Tit Mellil
576537276844516,32.992204925328,-7.606003689529,1,8,3,0.3220678204687212,Settat
2298732470263009,33.50665111534,-7.6508093351897,1,8,11,0.0519368090385372,Bouskoura
293152352442279,33.581550482925,-7.5242672556903,1,8,11,0.0369917441699429,Tit Mellil
229137845680882,33.95788904567,-6.8144458733474,1,8,11,0.0358949936125541,Rabat
488372875640189,30.400873517505,-9.5394200302708,1,6,9,0.0460213467810366,Inezgane
844532676411757,34.899236853122,-3.7840409774201,3,7,9,0.1905292077050684,Imzouren
178046560879174,31.687519284313,-8.0705534057861,2,6,9,0.6434735384758615,Marrakech
831936697708192,33.998681779917,-6.8245092440509,1,8,11,0.0187000144629804,Rabat
224926165635722,33.604601380498,-7.5466627100847,1,8,11,0.0210102996295465,Tit Mellil
865943887321961,34.271158829506,-6.6371402221663,1,8,3,0.013327357779522,Mehdya
166656268797910,34.723024384729,-1.9095237711211,1,7,9,0.2037265569733587,Oujda-Angad
159075082830673,34.259649612081,-6.5562714759839,1,8,3,0.0494188944614472,Kenitra
913236496142244,33.832102433856,-6.077745914113,1,8,9,0.3557067985887582,Al Khmissat
332895741522210,33.572648479128,-7.6570244177317,1,8,11,0.0172187944705754,Casablanca
929727271137302,34.230699873067,-6.5419684795268,9,8,11,0.0626980925449815,Kenitra
4695123910516768,31.655793715792,-7.9733762914287,1,6,9,0.6927983119807226,Marrakech
479026250083395,31.634548234032,-8.0607066854045,1,6,9,0.658589583214339,Marrakech
295429332049588,34.011205903769,-6.5403949878155,2,8,11,0.1203384990620514,Bouknadel
289873909460915,35.753266912948,-5.7945637694957,1,8,9,0.029515502648666,Tangier
950244585808216,34.67122730651,-1.9408693747444,1,5,9,0.2306308029153393,Oujda-Angad
301664248232093,34.033301448911,-4.989707038182,1,8,3,0.6682733897666299,Fès
243857754157877,31.762061008961,-8.1088022024031,9,6,9,0.6126404647089712,Marrakech
216560183290603,33.888622052061,-5.5447884799294,1,8,3,0.5596102846683984,Meknès
466667614431475,34.657638541033,-1.9540742987625,8,7,9,0.237448090993473,Oujda-Angad
765463784143565,31.755649541294,-8.1031135823687,9,6,9,0.6163529124559348,Marrakech
2603678183269141,33.517063138384,-7.8038550293108,2,8,11,0.0187411037215342,Bouskoura
135555911899117,34.009191188975,-5.0428048913174,1,8,3,0.6875814254782512,Fès
896614961121785,30.443165282901,-9.6486795675246,1,6,14,0.001345757492645,Agadir
3031169917166603,33.654790177305,-5.0349151939421,5,8,3,0.8295387420920363,Sefrou
2974228689527707,35.555127489617,-5.3995223347107,2,8,9,0.0745999690034771,Tétouan
4081207478568792,34.046773657174,-6.803946181731,1,8,11,0.0104946450638705,Sale
2796395840625956,31.584617443084,-8.0051220921684,1,6,9,0.6937625400640676,Marrakech
499184714834547,35.741250049261,-5.8675089028182,2,8,9,0.0292830009011981,Tangier
512259983455724,30.414112301435,-9.5590425897372,1,6,9,0.0387946842565596,Agadir
2664522870510059,35.159458315463,-2.9305703835704,1,6,3,0.028656574302699,Nador
946363412811612,35.124768162269,-3.8455903247169,2,6,9,0.0659691363339809,Imzouren
2781525372100405,33.964208639083,-6.8816194711917,1,8,11,0.008801355192023,Temara
504375147268238,35.785976376059,-5.8130775946087,1,8,9,0.0101870859759324,Tangier
147727080667320,33.880287049903,-5.5602512328952,1,8,3,0.55544752304336,Meknès
221764819710335,35.181893838529,-2.9361567490868,1,6,3,0.0263309450417852,Nador
1090820821412735,33.259613131163,-7.5948005034222,1,8,3,0.187906603422573,Barrechid
405577118047389,33.37631318477197,-7.527326746461542,1,8,11,0.140758406259112,Ad Darwa
156648976333841,33.834268116896,-6.0890162984393,2,8,9,0.3505252067432174,Al Khmissat
3004261569863218,34.837224607961,-3.7205315912364,3,7,9,0.2236679330735956,Imzouren
818276665478319,34.028495775545,-6.8442658905553,1,8,14,0.0015209658356982,Rabat
297166665284485,34.720471913982,-1.8654707719918,2,7,9,0.2072430031014274,Oujda-Angad
281170930380199,34.024523101851,-4.9965545339844,1,8,3,0.6737603471009241,Fès
501482861040603,33.541097073065,-7.6724847116383,1,8,11,0.0304610720266016,Casablanca
232689741988615,34.26569627209,-6.5615814921341,1,8,3,0.0456939313978233,Kenitra
838677583397387,31.629569598766,-7.9831953582424,1,6,9,0.6936838764058089,Marrakech
1965395256945994,33.891669400487,-6.3300484140736,2,8,9,0.2381813638731396,Al Khmissat
889075491650449,35.586631469257,-5.6416473443076,2,8,9,0.1312428582102902,Tétouan
573412850299693,35.771617932408,-5.8081140084452,1,8,9,0.0183809121142929,Tangier
156890199708936,35.172335505926,-5.261465369581,2,8,9,0.170753757386453,Tétouan
744188852923348,33.601847109216,-7.584222844853,1,8,11,0.0155927525192415,Casablanca
2600644013562917,34.263037200181,-6.6217304393124,1,8,3,0.0217221329343645,Mehdya
520605645981112,34.685701510355,-1.9320818137035,1,5,9,0.223114232995601,Oujda-Angad
167693051950870,34.000363521724,-6.8626339573146,1,8,11,0.0039564468795313,Rabat
134043168762400,34.673505563926,-1.945220536349,8,5,9,0.229170969421907,Oujda-Angad
770774176944746,33.597414560799,-7.6209888987452,1,8,11,0.0111683898838699,Casablanca
4330178867044453,33.532101614867,-7.5855690114813,1,8,11,0.0508493673182882,Casablanca
165073005609286,33.572639125319,-7.5364250615069,1,8,11,0.0391394212178052,Tit Mellil
894649587779121,33.557373155031,-7.6862220368546,1,8,11,0.019677887927585,Casablanca
272596677891220,33.596386453623,-7.5342460803654,1,8,11,0.0275674132781051,Tit Mellil
297501098512753,34.924866391768,-2.3157190923946,9,7,9,0.1032110525221148,Berkane
291480419259188,31.629210966775,-8.0625471258434,1,6,9,0.6589299193683797,Marrakech
201221751625365,35.776517196221,-5.7957791659944,11,0,9,0.0168734413201416,Tangier
1473642226303138,33.552182482994,-7.6788423321695,1,8,11,0.0236626708895736,Casablanca
189797616323132,33.819971186335,-6.0900954402055,1,8,9,0.3538934320714835,Al Khmissat
567095620928634,31.607295767569,-7.97314515857,1,6,9,0.7027506153450384,Marrakech
289145496272409,34.048326407674,-6.8142732155748,1,8,11,0.0061417759196541,Sale
324804585920162,33.558421676651,-7.6800164023915,1,8,11,0.0202740915935126,Casablanca
1668068323401965,34.677901113065,-1.8975739974009,1,7,9,0.2290551236988495,Oujda-Angad
222425432671595,33.98553993303,-6.739665489671,2,8,9,0.0546022523264262,Sale
804104733559350,35.763461152145,-5.8023174541899,1,8,9,0.0233092668280703,Tangier
4381628085195251,35.612196174766,-5.2731478144239,2,8,9,0.0088885364155401,Martil
179363373969392,33.553372792488,-7.6152244041812,1,8,11,0.0346311866800702,Casablanca
1375921689446154,35.737285499001,-5.7739610538871,2,8,9,0.0400204552530399,Tangier
1435673720128571,34.65296547657,-1.8682213073392,1,7,9,0.2441457341439014,Oujda-Angad
4301035923263156,31.680969887162,-8.0640416810868,1,6,9,0.647636709200943,Marrakech
564286181592893,34.018838036145,-4.9762687873053,1,8,3,0.67451557359052,Fès
316183006567069,34.663983352417,-1.8684564198491,1,7,9,0.2380895273843636,Oujda-Angad
892026138307652,33.759307409211,-5.4854725861663,2,8,3,0.6175993845536916,El Hajeb
501793850862286,34.939939443096,-2.338520889765,9,6,9,0.0961355152652917,Berkane
458005295292366,33.596731756809,-7.5378172696371,1,8,11,0.026645770027599,Tit Mellil
432709831220406,33.570353498389,-7.6237339084,1,8,11,0.0244415554816099,Casablanca
913791466084431,35.697625436037,-5.9266853796831,3,8,9,0.0113612511993728,Tangier
1110379309443870,35.177383358623,-2.930994143543,1,6,3,0.0250851459086275,Nador
3816305295149044,31.64017377273,-7.9998841581013,1,6,9,0.6841582749642591,Marrakech
838987270030293,33.440056076356,-7.630328840354,1,8,3,0.0895618701243087,Bouskoura
516472656389010,33.481685156548,-7.6331836161705,1,8,11,0.0678520760420769,Bouskoura
931991750707327,34.239080066157,-6.5465116654049,9,8,11,0.0586886496150918,Kenitra
2676351972664440,33.545420915422,-7.5891601419161,1,8,11,0.0434167331376036,Casablanca
484938312829146,33.911024975945,-5.5633122398802,1,8,3,0.5461934312747616,Meknès
911369446383497,35.18939187779,-3.8863446740756,2,4,9,0.0301888949221239,Imzouren
890098514901324,33.572664900183,-7.5598206829074,1,8,11,0.0348786951388389,Casablanca
480790419791659,33.617879937461,-7.5065342511697,1,8,11,0.0232763978858914,Aïn Harrouda
534606670874076,34.353798056362,-3.3074849982111,8,4,9,0.4748906106377137,Guercif
